,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.4417939013081621,0.3178244197115544,0.4338608665623556,0.40732126401731544,0.0,0.0,0.0,0.2702031788482515,0.1626324183581754,0.22251979279525627
1,0.4417939013081621,0.0,0.4201288828223816,0.007325113011756041,0.4469662765599122,-0.40258118069743487,-0.424684879839849,0.0,0.45429767972749946,-0.14758494852114623,0.26637876481100226
2,0.3178244197115544,0.4201288828223816,0.0,0.4270492268660417,0.4332033024831409,0.0,0.0,0.42871669008764157,0.47829809919928656,0.3857574832280486,-0.22610692808296756
3,0.4338608665623556,0.007325113011756041,0.4270492268660417,0.0,-0.4477096511397139,0.0,0.0,0.0,0.4666946046691888,-0.09247022795690449,-0.17713233608731704
4,0.40732126401731544,0.4469662765599122,0.4332033024831409,-0.4477096511397139,0.0,0.0,0.0,0.0,0.0,0.0,-0.4249923135139627
5,0.0,-0.40258118069743487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4213194346719222,0.0
6,0.0,-0.424684879839849,0.0,0.0,0.0,0.0,0.0,0.0,-0.4233355541083491,-0.5904424798855838,0.0
7,0.0,0.0,0.42871669008764157,0.0,0.0,0.0,0.0,0.0,-0.5024880275081457,-0.42866453017979883,0.0
8,0.2702031788482515,0.45429767972749946,0.47829809919928656,0.4666946046691888,0.0,0.0,-0.4233355541083491,-0.5024880275081457,0.0,-0.4174668193551599,-0.4408980876281798
9,0.1626324183581754,-0.14758494852114623,0.3857574832280486,-0.09247022795690449,0.0,-0.4213194346719222,-0.5904424798855838,-0.42866453017979883,-0.4174668193551599,0.0,-0.48752982857447563
10,0.22251979279525627,0.26637876481100226,-0.22610692808296756,-0.17713233608731704,-0.4249923135139627,0.0,0.0,0.0,-0.4408980876281798,-0.48752982857447563,0.0
